cell_id Epithelial_cluster inferCNV_annotation
C14_1001000408 Epithelial 23 tumor
C15_1001000412 Epithelial 23 tumor
C18_1001000412 Epithelial 23 tumor
C7_1001000408 Epithelial 23 tumor
D17_1001000407 Epithelial 23 tumor
D19_1001000407 Epithelial 23 tumor
D20_1001000408 Epithelial 23 tumor
D6_1001000412 Epithelial 23 tumor
E11_1001000407 Epithelial 23 tumor
E14_1001000412 Epithelial 0 tumor
E15_1001000408 Epithelial 23 tumor
E21_1001000408 Epithelial 23 tumor
G12_1001000412 Epithelial 23 tumor
G18_1001000409 Epithelial 23 tumor
G2_1001000409 Epithelial 23 tumor
G5_1001000407 Epithelial 23 tumor
G7_1001000412 Epithelial 23 tumor
H18_1001000412 Epithelial 23 tumor
H19_1001000412 Epithelial 23 tumor
H20_1001000407 Epithelial 23 tumor
H20_1001000412 Epithelial 23 tumor
H5_1001000412 Epithelial 23 tumor
H6_1001000408 Epithelial 23 tumor
H8_1001000408 Epithelial 23 tumor
I12_1001000412 Epithelial 23 tumor
I14_1001000412 Epithelial 23 tumor
I7_1001000412 Epithelial 23 tumor
J12_1001000412 Epithelial 0 tumor
J15_1001000412 Epithelial 23 tumor
J16_1001000408 Epithelial 23 tumor
J16_1001000412 Epithelial 23 tumor
J1_1001000408 Epithelial 23 tumor
J4_1001000408 Epithelial 23 tumor
J6_1001000412 Epithelial 23 tumor
J9_1001000407 Epithelial 23 tumor
K14_1001000407 Epithelial 23 tumor
K15_1001000408 Epithelial 23 tumor
K17_1001000412 Epithelial 23 tumor
L12_1001000412 Epithelial 23 tumor
L15_1001000407 Epithelial 23 tumor
L15_1001000412 Epithelial 23 tumor
L20_1001000407 Epithelial 23 tumor
L21_1001000412 Epithelial 23 tumor
L3_1001000412 Epithelial 23 tumor
L6_1001000412 Epithelial 23 tumor
M16_1001000408 Epithelial 23 tumor
M18_1001000409 Epithelial 0 tumor
M18_1001000412 Epithelial 23 tumor
M21_1001000412 Epithelial 23 tumor
M9_1001000412 Epithelial 23 tumor
N10_1001000412 Epithelial 23 tumor
N12_1001000408 Epithelial 23 tumor
N13_1001000407 Epithelial 23 tumor
N15_1001000407 Epithelial 23 tumor
N3_1001000412 Epithelial 23 tumor
N8_1001000409 Epithelial 0 tumor
N8_1001000412 Epithelial 23 tumor
O10_1001000408 Epithelial 23 tumor
O17_1001000412 Epithelial 23 tumor
O18_1001000412 Epithelial 23 tumor
O19_1001000412 Epithelial 23 tumor
P10_1001000412 Epithelial 23 tumor
P13_1001000412 Epithelial 23 tumor
P15_1001000412 Epithelial 23 tumor
P19_1001000412 Epithelial 23 tumor
P20_1001000412 Epithelial 23 tumor
P4_1001000412 Epithelial 23 tumor
P5_1001000408 Epithelial 23 tumor
P5_1001000409 Epithelial 0 tumor
P7_1001000408 Epithelial 23 tumor
P8_1001000408 Epithelial 23 tumor
A14_B003588 Epithelial 8 nontumor
A18_B003522 Epithelial 8 nontumor
B16_B003588 Epithelial 8 nontumor
B21_B003588 Epithelial 8 nontumor
C15_B003518 Epithelial 8 nontumor
C15_B003588 Epithelial 8 nontumor
C18_B003529 Epithelial 8 nontumor
C21_B003529 Epithelial 8 nontumor
C9_B003529 Epithelial 8 nontumor
D10_B003588 Epithelial 8 nontumor
D11_B003588 Epithelial 8 nontumor
D12_B003588 Epithelial 8 nontumor
D16_B003529 Epithelial 8 nontumor
D18_B003529 Epithelial 8 nontumor
D22_B003529 Epithelial 8 nontumor
D9_B003588 Epithelial 8 nontumor
E10_B003522 Epithelial 8 nontumor
E10_B003529 Epithelial 8 nontumor
E11_B003529 Epithelial 8 nontumor
E11_B003588 Epithelial 8 nontumor
E16_B003529 Epithelial 8 nontumor
E16_B003588 Epithelial 8 nontumor
E17_B003529 Epithelial 8 nontumor
E5_B003527 Epithelial 8 nontumor
F10_B003522 Epithelial 8 nontumor
F12_B003588 Epithelial 8 nontumor
F13_B003529 Epithelial 8 nontumor
F13_B003588 Epithelial 8 nontumor
F14_B003518 Epithelial 8 nontumor
F18_B003529 Epithelial 8 nontumor
F18_B003588 Epithelial 8 nontumor
F22_B003529 Epithelial 8 nontumor
F22_B003588 Epithelial 8 nontumor
F9_B003529 Epithelial 8 nontumor
F9_B003588 Epithelial 8 nontumor
G14_B003522 Epithelial 8 nontumor
G14_B003529 Epithelial 8 nontumor
H12_B003529 Epithelial 8 nontumor
H14_B003522 Epithelial 8 nontumor
H16_B003588 Epithelial 8 nontumor
H20_B003588 Epithelial 8 nontumor
H22_B003112 Epithelial 8 nontumor
H9_B003588 Epithelial 8 nontumor
I14_B003588 Epithelial 8 nontumor
I15_B003522 Epithelial 8 nontumor
I16_B003522 Epithelial 8 nontumor
I20_B003522 Epithelial 8 nontumor
I20_B003529 Epithelial 8 nontumor
I9_B003522 Epithelial 8 nontumor
I9_B003588 Epithelial 8 nontumor
J11_B003522 Epithelial 8 nontumor
J11_B003588 Epithelial 8 nontumor
J13_B003529 Epithelial 8 nontumor
J17_B003588 Epithelial 8 nontumor
J21_B003522 Epithelial 8 nontumor
J22_B003529 Epithelial 8 nontumor
K14_B003588 Epithelial 8 nontumor
K15_B003522 Epithelial 8 nontumor
K16_B003588 Epithelial 8 nontumor
K17_B003529 Epithelial 8 nontumor
K18_B003529 Epithelial 8 nontumor
K21_B003522 Epithelial 8 nontumor
L13_B003588 Epithelial 8 nontumor
L14_B003522 Epithelial 8 nontumor
L14_B003588 Epithelial 8 nontumor
L19_B003529 Epithelial 8 nontumor
L22_B003522 Epithelial 8 nontumor
L22_B003529 Epithelial 8 nontumor
M10_B003522 Epithelial 15 nontumor
M10_B003529 Epithelial 8 nontumor
M11_B003529 Epithelial 8 nontumor
M12_B003588 Epithelial 8 nontumor
M14_B003522 Epithelial 8 nontumor
M15_B003522 Epithelial 8 nontumor
M19_B003588 Epithelial 8 nontumor
M21_B003522 Epithelial 8 nontumor
M21_B003529 Epithelial 8 tumor
M8_B003527 Epithelial 8 tumor
M9_B003522 Epithelial 8 nontumor
N12_B003588 Epithelial 8 nontumor
N15_B003588 Epithelial 8 nontumor
N21_B003522 Epithelial 8 nontumor
N22_B003529 Epithelial 8 nontumor
O10_B003522 Epithelial 8 nontumor
O13_B003529 Epithelial 8 nontumor
O16_B003522 Epithelial 8 nontumor
P14_B003522 Epithelial 8 nontumor
P18_B003529 Epithelial 8 nontumor
P21_B003588 Epithelial 8 nontumor
A21_B003093 Epithelial 25 nontumor
A9_B002573 Epithelial 25 nontumor
B11_B000862 Epithelial 25 nontumor
B11_B002572 Epithelial 25 nontumor
B4_B002573 Epithelial 25 nontumor
C5_B002571 Epithelial 25 nontumor
C6_B002573 Epithelial 25 nontumor
C9_B000861 Epithelial 25 nontumor
D5_B000861 Epithelial 25 nontumor
D6_B001464 Epithelial 25 nontumor
D7_B002573 Epithelial 25 nontumor
E3_B002573 Epithelial 25 nontumor
E4_B002571 Epithelial 25 nontumor
E6_B002572 Epithelial 25 nontumor
E7_B002573 Epithelial 25 nontumor
F12_B002573 Epithelial 25 nontumor
F1_B002572 Epithelial 25 nontumor
F1_B002573 Epithelial 25 nontumor
F2_B000863 Epithelial 25 nontumor
F7_B002572 Epithelial 25 nontumor
G10_B002572 Epithelial 25 nontumor
G11_B000863 Epithelial 25 nontumor
G3_B002571 Epithelial 25 nontumor
G4_B002571 Epithelial 25 nontumor
G7_B002573 Epithelial 25 nontumor
H11_B000861 Epithelial 25 nontumor
H11_B002572 Epithelial 25 nontumor
H12_B002573 Epithelial 25 nontumor
H2_B002572 Epithelial 25 nontumor
H7_B002571 Epithelial 25 nontumor
I4_B002571 Epithelial 25 nontumor
I5_B002571 Epithelial 25 nontumor
I7_B002573 Epithelial 25 nontumor
J1_B002571 Epithelial 25 nontumor
J4_B002571 Epithelial 25 nontumor
J8_B002573 Epithelial 25 nontumor
K1_B002571 Epithelial 25 nontumor
L3_B002571 Epithelial 25 nontumor
L7_B002571 Epithelial 25 nontumor
L8_B002572 Epithelial 25 nontumor
L9_B002572 Epithelial 25 nontumor
M10_B002573 Epithelial 25 nontumor
M12_B002572 Epithelial 25 nontumor
M3_B002573 Epithelial 25 nontumor
M7_B002573 Epithelial 25 nontumor
N3_B002573 Epithelial 25 nontumor
N6_B002573 Epithelial 25 nontumor
N7_B000861 Epithelial 25 nontumor
N7_B002573 Epithelial 25 nontumor
O5_B002571 Epithelial 25 nontumor
O6_B002572 Epithelial 25 nontumor
P12_B002573 Epithelial 25 nontumor
P4_B002572 Epithelial 25 nontumor
P7_B002571 Epithelial 25 nontumor
A11_B003119 Epithelial 5 tumor
A12_B003116 Epithelial 5 tumor
A12_B003119 Epithelial 13 tumor
A13_B003112 Epithelial 5 tumor
A13_B003116 Epithelial 5 tumor
A14_B002079 Epithelial 5 nontumor
A14_B003112 Epithelial 5 tumor
A14_B003120 Epithelial 5 tumor
A15_B003112 Epithelial 13 nontumor
A15_B003116 Epithelial 5 tumor
A16_B003116 Epithelial 5 tumor
A16_B003120 Epithelial 13 nontumor
A17_B003112 Epithelial 13 nontumor
A18_B003112 Epithelial 5 tumor
A18_B003116 Epithelial 5 tumor
A18_B003120 Epithelial 13 tumor
A19_B003120 Epithelial 13 nontumor
A20_B003112 Epithelial 5 tumor
A20_B003120 Epithelial 13 tumor
A21_B003112 Epithelial 5 tumor
A21_B003120 Epithelial 13 tumor
A22_B003112 Epithelial 13 tumor
A22_B003116 Epithelial 5 tumor
A8_B001543 Epithelial 5 tumor
A9_B003119 Epithelial 5 tumor
B13_B003116 Epithelial 5 tumor
B14_B003112 Epithelial 5 tumor
B14_B003116 Epithelial 5 tumor
B15_B003112 Epithelial 13 nontumor
B15_B003120 Epithelial 13 nontumor
B16_B003112 Epithelial 5 tumor
B16_B003116 Epithelial 5 tumor
B16_B003120 Epithelial 5 tumor
B17_B003120 Epithelial 13 tumor
B18_B003112 Epithelial 5 tumor
B18_B003120 Epithelial 13 tumor
B19_B003116 Epithelial 5 tumor
B20_B003112 Epithelial 13 nontumor
B21_B003116 Epithelial 5 tumor
B22_B003112 Epithelial 13 nontumor
B22_B003120 Epithelial 5 tumor
B2_B001558 Epithelial 5 tumor
B4_B001543 Epithelial 5 tumor
B4_B003132 Epithelial 13 nontumor
C10_B001545 Epithelial 13 nontumor
C10_B003119 Epithelial 5 tumor
C12_B003116 Epithelial 5 tumor
C13_B003112 Epithelial 5 tumor
C13_B003116 Epithelial 5 tumor
C15_B000422 Epithelial 5 nontumor
C15_B003116 Epithelial 13 nontumor
C16_B003112 Epithelial 13 nontumor
C16_B003116 Epithelial 5 tumor
C16_B003120 Epithelial 5 tumor
C17_B003116 Epithelial 13 nontumor
C17_B003120 Epithelial 13 tumor
C18_B003112 Epithelial 5 tumor
C18_B003116 Epithelial 5 tumor
C19_B002079 Epithelial 5 tumor
C19_B003112 Epithelial 5 tumor
C19_B003116 Epithelial 5 tumor
C19_B003120 Epithelial 13 tumor
C1_B003995 Epithelial 5 nontumor
C20_B003112 Epithelial 13 tumor
C20_B003116 Epithelial 5 tumor
C20_B003120 Epithelial 13 nontumor
C21_B003116 Epithelial 5 tumor
C21_B003120 Epithelial 5 tumor
C22_B003112 Epithelial 5 tumor
C22_B003116 Epithelial 5 tumor
C22_B003120 Epithelial 13 tumor
C5_B003187 Epithelial 13 tumor
C8_B001558 Epithelial 5 tumor
C8_B003119 Epithelial 13 nontumor
D10_B001558 Epithelial 13 nontumor
D10_B003119 Epithelial 13 tumor
D12_B003119 Epithelial 13 nontumor
D12_B003120 Epithelial 13 tumor
D13_B003112 Epithelial 5 tumor
D13_B003116 Epithelial 5 tumor
D13_B003120 Epithelial 5 tumor
D14_B003112 Epithelial 5 tumor
D14_B003116 Epithelial 5 tumor
D15_B003112 Epithelial 5 tumor
D15_B003120 Epithelial 13 nontumor
D16_B001470 Epithelial 13 nontumor
D16_B003116 Epithelial 5 tumor
D16_B003126 Epithelial 13 nontumor
D17_B003112 Epithelial 5 tumor
D17_B003116 Epithelial 5 tumor
D18_B003112 Epithelial 5 tumor
D18_B003116 Epithelial 5 tumor
D19_B003112 Epithelial 5 tumor
D19_B003116 Epithelial 13 nontumor
D20_B002074 Epithelial 13 nontumor
D20_B003112 Epithelial 13 nontumor
D20_B003116 Epithelial 5 tumor
D21_B003112 Epithelial 5 tumor
D21_B003116 Epithelial 5 tumor
D22_B003112 Epithelial 5 tumor
D22_B003120 Epithelial 13 tumor
D4_B001470 Epithelial 13 nontumor
D6_B001470 Epithelial 13 nontumor
D9_B003119 Epithelial 5 tumor
E11_B003119 Epithelial 5 nontumor
E12_B003116 Epithelial 5 tumor
E12_B003119 Epithelial 5 tumor
E13_B003112 Epithelial 5 tumor
E13_B003116 Epithelial 5 tumor
E13_B003120 Epithelial 5 tumor
E14_B003112 Epithelial 5 tumor
E14_B003116 Epithelial 13 nontumor
E14_B003120 Epithelial 13 nontumor
E16_B003120 Epithelial 5 tumor
E17_B003112 Epithelial 5 tumor
E17_B003116 Epithelial 5 tumor
E17_B003120 Epithelial 13 tumor
E18_B003116 Epithelial 5 nontumor
E18_B003120 Epithelial 13 nontumor
E19_B003112 Epithelial 5 tumor
E19_B003120 Epithelial 13 nontumor
E20_B003120 Epithelial 5 tumor
E21_B003112 Epithelial 13 nontumor
E21_B003116 Epithelial 13 tumor
E21_B003120 Epithelial 13 tumor
E22_B003116 Epithelial 5 tumor
E4_B003120 Epithelial 13 nontumor
E5_B001554 Epithelial 13 nontumor
E8_B003119 Epithelial 5 tumor
F10_B003119 Epithelial 5 tumor
F11_B003119 Epithelial 13 nontumor
F12_B002077 Epithelial 5 tumor
F12_B003116 Epithelial 5 tumor
F12_B003119 Epithelial 5 tumor
F12_B003120 Epithelial 13 tumor
F13_B003116 Epithelial 5 tumor
F13_B003120 Epithelial 5 tumor
F14_B003116 Epithelial 5 tumor
F15_B003120 Epithelial 5 tumor
F16_B003116 Epithelial 5 tumor
F16_B003120 Epithelial 13 tumor
F16_B003187 Epithelial 13 nontumor
F17_B003112 Epithelial 5 tumor
F17_B003116 Epithelial 5 tumor
F18_B003112 Epithelial 5 tumor
F18_B003120 Epithelial 5 tumor
F19_B003116 Epithelial 5 tumor
F1_B003120 Epithelial 13 tumor
F20_B000422 Epithelial 13 nontumor
F21_B003112 Epithelial 5 tumor
F21_B003116 Epithelial 5 tumor
F21_B003120 Epithelial 13 tumor
F22_B003116 Epithelial 13 tumor
F22_B003120 Epithelial 5 tumor
F7_B003119 Epithelial 5 tumor
F8_B001548 Epithelial 5 tumor
F9_B003119 Epithelial 5 tumor
G10_B003119 Epithelial 5 tumor
G11_B001543 Epithelial 5 tumor
G11_B003119 Epithelial 5 tumor
G12_B003116 Epithelial 5 tumor
G13_B003112 Epithelial 5 tumor
G13_B003116 Epithelial 5 tumor
G13_B003120 Epithelial 13 tumor
G14_B003112 Epithelial 5 tumor
G14_B003120 Epithelial 5 tumor
G15_B003112 Epithelial 5 tumor
G16_B003116 Epithelial 5 tumor
G16_B003120 Epithelial 13 tumor
G17_B002090 Epithelial 5 tumor
G17_B003112 Epithelial 5 tumor
G17_B003116 Epithelial 5 tumor
G17_B003120 Epithelial 13 tumor
G18_B003116 Epithelial 5 tumor
G18_B003120 Epithelial 5 tumor
G19_B003112 Epithelial 5 tumor
G20_B003112 Epithelial 5 tumor
G20_B003116 Epithelial 5 tumor
G21_B003116 Epithelial 5 tumor
G4_B001558 Epithelial 5 tumor
G8_B001545 Epithelial 13 nontumor
H10_B003119 Epithelial 5 tumor
H11_B001558 Epithelial 5 tumor
H11_B003119 Epithelial 5 tumor
H12_B003119 Epithelial 5 tumor
H13_B003112 Epithelial 5 tumor
H13_B003116 Epithelial 5 tumor
H14_B003116 Epithelial 5 tumor
H14_B003120 Epithelial 5 tumor
H15_B003112 Epithelial 13 nontumor
H15_B003116 Epithelial 5 tumor
H15_B003125 Epithelial 13 tumor
H16_B003116 Epithelial 5 tumor
H16_B003120 Epithelial 13 tumor
H16_B003129 Epithelial 13 tumor
H17_B003116 Epithelial 5 tumor
H18_B003112 Epithelial 5 tumor
H18_B003120 Epithelial 5 tumor
H19_B003120 Epithelial 5 tumor
H21_B003116 Epithelial 5 tumor
H22_B003116 Epithelial 5 tumor
H22_B003120 Epithelial 5 tumor
I10_B003119 Epithelial 5 tumor
I11_B003119 Epithelial 5 tumor
I11_B003528 Epithelial 13 tumor
I12_B003119 Epithelial 13 nontumor
I13_B003116 Epithelial 12 nontumor
I14_B003112 Epithelial 5 tumor
I14_B003116 Epithelial 5 nontumor
I15_B003116 Epithelial 5 tumor
I15_B003120 Epithelial 13 tumor
I16_B003116 Epithelial 5 tumor
I16_B003120 Epithelial 13 nontumor
I17_B003112 Epithelial 5 tumor
I17_B003116 Epithelial 5 tumor
I17_B003120 Epithelial 13 nontumor
I18_B003112 Epithelial 5 tumor
I18_B003116 Epithelial 5 tumor
I19_B003116 Epithelial 5 tumor
I19_B003120 Epithelial 5 tumor
I1_B003647 Epithelial 13 tumor
I20_B003112 Epithelial 5 tumor
I20_B003116 Epithelial 5 tumor
I20_B003120 Epithelial 5 tumor
I21_B003112 Epithelial 5 tumor
I21_B003120 Epithelial 13 tumor
I22_B003112 Epithelial 5 tumor
I22_B003116 Epithelial 5 tumor
I22_B003120 Epithelial 13 tumor
I2_B003647 Epithelial 13 nontumor
I7_B003119 Epithelial 13 nontumor
I9_B003119 Epithelial 5 tumor
J10_B003119 Epithelial 5 tumor
J11_B002077 Epithelial 13 tumor
J12_B003120 Epithelial 5 tumor
J13_B003120 Epithelial 13 tumor
J14_B003116 Epithelial 5 tumor
J14_B003120 Epithelial 5 tumor
J15_B003112 Epithelial 5 tumor
J15_B003116 Epithelial 5 tumor
J15_B003120 Epithelial 13 tumor
J17_B003112 Epithelial 5 tumor
J17_B003120 Epithelial 5 tumor
J18_B003112 Epithelial 5 tumor
J18_B003775 Epithelial 13 nontumor
J19_B002074 Epithelial 5 tumor
J19_B003120 Epithelial 5 tumor
J20_B003112 Epithelial 13 nontumor
J20_B003116 Epithelial 5 tumor
J20_B003120 Epithelial 5 tumor
J22_B003112 Epithelial 5 tumor
J22_B003120 Epithelial 13 nontumor
J4_B001558 Epithelial 5 tumor
J7_B003119 Epithelial 5 tumor
J8_B003119 Epithelial 5 tumor
J9_B003119 Epithelial 5 tumor
K12_B003116 Epithelial 5 tumor
K12_B003119 Epithelial 5 tumor
K12_B003120 Epithelial 13 nontumor
K13_B003112 Epithelial 13 tumor
K13_B003116 Epithelial 5 tumor
K13_B003120 Epithelial 13 tumor
K14_B003120 Epithelial 13 tumor
K15_B003116 Epithelial 5 tumor
K16_B003116 Epithelial 5 tumor
K17_B003116 Epithelial 13 tumor
K17_B003120 Epithelial 5 tumor
K18_B003120 Epithelial 13 tumor
K19_B003112 Epithelial 5 tumor
K19_B003116 Epithelial 5 tumor
K19_B003120 Epithelial 13 tumor
K20_B003112 Epithelial 5 nontumor
K21_B003112 Epithelial 5 tumor
K22_B003116 Epithelial 5 tumor
K22_B003120 Epithelial 13 tumor
K4_B003995 Epithelial 13 nontumor
K6_B001554 Epithelial 5 tumor
K6_B003191 Epithelial 13 nontumor
K8_B003119 Epithelial 5 tumor
K9_B001543 Epithelial 13 nontumor
L10_B003119 Epithelial 5 tumor
L12_B003120 Epithelial 13 tumor
L13_B003116 Epithelial 5 tumor
L14_B003116 Epithelial 5 tumor
L15_B003112 Epithelial 5 tumor
L15_B003116 Epithelial 5 tumor
L16_B003116 Epithelial 5 tumor
L16_B003120 Epithelial 5 tumor
L17_B003112 Epithelial 5 tumor
L17_B003116 Epithelial 5 tumor
L18_B003112 Epithelial 5 tumor
L18_B003116 Epithelial 5 tumor
L19_B003120 Epithelial 13 tumor
L20_B003112 Epithelial 5 tumor
L20_B003116 Epithelial 13 tumor
L21_B002078 Epithelial 5 tumor
L21_B003112 Epithelial 5 tumor
L22_B003112 Epithelial 5 tumor
L22_B003120 Epithelial 13 nontumor
L6_B003112 Epithelial 5 nontumor
L7_B001548 Epithelial 5 tumor
M10_B003119 Epithelial 5 tumor
M11_B003119 Epithelial 13 nontumor
M12_B003116 Epithelial 13 nontumor
M12_B003119 Epithelial 5 nontumor
M12_B003120 Epithelial 13 nontumor
M13_B003112 Epithelial 5 tumor
M13_B003116 Epithelial 13 tumor
M13_B003120 Epithelial 5 tumor
M14_B003120 Epithelial 13 tumor
M15_B003112 Epithelial 13 nontumor
M15_B003120 Epithelial 13 tumor
M15_B003191 Epithelial 13 nontumor
M16_B003116 Epithelial 13 tumor
M18_B003120 Epithelial 13 tumor
M19_B003116 Epithelial 5 tumor
M21_B000419 Epithelial 13 nontumor
M21_B002097 Epithelial 5 tumor
M21_B003112 Epithelial 5 tumor
M21_B003116 Epithelial 5 tumor
M22_B002073 Epithelial 5 tumor
M22_B003112 Epithelial 13 tumor
M4_B001543 Epithelial 5 tumor
M6_B001558 Epithelial 13 nontumor
M7_B003119 Epithelial 13 nontumor
M8_B003119 Epithelial 5 tumor
M9_B001545 Epithelial 13 nontumor
M9_B003119 Epithelial 13 nontumor
N10_B003119 Epithelial 5 tumor
N11_B003119 Epithelial 13 tumor
N12_B003120 Epithelial 13 tumor
N13_B003112 Epithelial 5 tumor
N14_B003112 Epithelial 5 tumor
N14_B003116 Epithelial 5 tumor
N14_B003120 Epithelial 13 tumor
N15_B003119 Epithelial 13 nontumor
N16_B003112 Epithelial 5 tumor
N16_B003119 Epithelial 13 nontumor
N16_B003120 Epithelial 13 tumor
N16_B003643 Epithelial 13 nontumor
N17_B003112 Epithelial 13 nontumor
N17_B003119 Epithelial 13 nontumor
N17_B003643 Epithelial 13 tumor
N18_B003116 Epithelial 5 tumor
N18_B003119 Epithelial 13 nontumor
N18_B003643 Epithelial 13 tumor
N19_B003116 Epithelial 5 tumor
N19_B003119 Epithelial 13 nontumor
N19_B003120 Epithelial 13 nontumor
N19_B003643 Epithelial 13 tumor
N20_B003116 Epithelial 12 nontumor
N20_B003119 Epithelial 13 nontumor
N20_B003643 Epithelial 13 tumor
N21_B003116 Epithelial 5 tumor
N21_B003119 Epithelial 13 nontumor
N21_B003643 Epithelial 13 tumor
N22_B003116 Epithelial 5 tumor
N22_B003119 Epithelial 13 nontumor
N3_B003187 Epithelial 13 tumor
N8_B003119 Epithelial 5 tumor
N9_B003119 Epithelial 5 tumor
O10_B003119 Epithelial 13 tumor
O12_B003116 Epithelial 5 tumor
O12_B003120 Epithelial 13 nontumor
O13_B003116 Epithelial 5 tumor
O14_B003112 Epithelial 13 nontumor
O14_B003116 Epithelial 5 tumor
O14_B003120 Epithelial 13 tumor
O15_B003112 Epithelial 5 tumor
O15_B003116 Epithelial 5 tumor
O16_B003116 Epithelial 5 tumor
O16_B003120 Epithelial 13 tumor
O17_B003112 Epithelial 5 tumor
O17_B003116 Epithelial 5 tumor
O17_B003120 Epithelial 13 tumor
O18_B003112 Epithelial 13 tumor
O18_B003120 Epithelial 13 nontumor
O19_B003120 Epithelial 5 tumor
O20_B003112 Epithelial 5 tumor
O20_B003120 Epithelial 13 nontumor
O21_B003112 Epithelial 5 tumor
O22_B003120 Epithelial 13 nontumor
O8_B001545 Epithelial 13 nontumor
O8_B003119 Epithelial 13 tumor
O9_B002090 Epithelial 5 tumor
O9_B003119 Epithelial 5 tumor
P11_B003119 Epithelial 5 tumor
P13_B003116 Epithelial 13 nontumor
P13_B003120 Epithelial 13 tumor
P14_B003112 Epithelial 5 tumor
P14_B003120 Epithelial 13 nontumor
P15_B003120 Epithelial 13 nontumor
P16_B003116 Epithelial 13 nontumor
P16_B003120 Epithelial 5 tumor
P17_B003112 Epithelial 13 nontumor
P17_B003120 Epithelial 13 nontumor
P18_B003112 Epithelial 13 nontumor
P18_B003116 Epithelial 13 nontumor
P19_B003112 Epithelial 5 tumor
P19_B003116 Epithelial 5 tumor
P19_B003120 Epithelial 13 tumor
P20_B003112 Epithelial 5 tumor
P20_B003120 Epithelial 13 tumor
P21_B003116 Epithelial 5 tumor
P21_B003120 Epithelial 13 nontumor
P22_B003112 Epithelial 13 tumor
P22_B003116 Epithelial 13 tumor
P22_B003120 Epithelial 13 tumor
P2_B003995 Epithelial 13 nontumor
A13_B003771 Epithelial 11 nontumor
A14_B002073 Epithelial 11 nontumor
A14_B003126 Epithelial 11 nontumor
A15_B003132 Epithelial 11 nontumor
A16_B002074 Epithelial 11 nontumor
A17_B002073 Epithelial 11 nontumor
A17_B002097 Epithelial 11 nontumor
A1_B003132 Epithelial 11 nontumor
A1_B003191 Epithelial 11 nontumor
A20_B002074 Epithelial 11 nontumor
A20_B003894 Epithelial 11 nontumor
A21_B002074 Epithelial 11 nontumor
A22_B003132 Epithelial 11 nontumor
A22_B003191 Epithelial 11 nontumor
A6_B001558 Epithelial 11 nontumor
A8_B001558 Epithelial 11 nontumor
A9_B001554 Epithelial 11 nontumor
B12_B003771 Epithelial 11 nontumor
B15_B002097 Epithelial 11 nontumor
B15_B003125 Epithelial 11 nontumor
B16_B003132 Epithelial 11 nontumor
B18_B002073 Epithelial 11 nontumor
B18_B002074 Epithelial 11 nontumor
B19_B002074 Epithelial 11 nontumor
B20_B002074 Epithelial 11 nontumor
B20_B002097 Epithelial 11 nontumor
B21_B002073 Epithelial 11 nontumor
B21_B002077 Epithelial 11 nontumor
B22_B003187 Epithelial 11 nontumor
B3_B001558 Epithelial 11 nontumor
B4_B003129 Epithelial 11 nontumor
B6_B001554 Epithelial 11 nontumor
B6_B003187 Epithelial 11 nontumor
B7_B003132 Epithelial 11 nontumor
B8_B001558 Epithelial 11 nontumor
B9_B001558 Epithelial 11 nontumor
C11_B001554 Epithelial 11 nontumor
C14_B003191 Epithelial 11 nontumor
C16_B003191 Epithelial 11 nontumor
C18_B002097 Epithelial 11 nontumor
C1_B003191 Epithelial 11 nontumor
C7_B003132 Epithelial 11 nontumor
D14_B002073 Epithelial 11 nontumor
D16_B003187 Epithelial 11 nontumor
D17_B002074 Epithelial 11 nontumor
D1_B003132 Epithelial 11 nontumor
D22_B003132 Epithelial 11 nontumor
D4_B003126 Epithelial 11 nontumor
D6_B003125 Epithelial 11 nontumor
E11_B001558 Epithelial 11 nontumor
E14_B002073 Epithelial 11 nontumor
E15_B002073 Epithelial 11 nontumor
E15_B002074 Epithelial 11 nontumor
E18_B002074 Epithelial 11 nontumor
E1_B003132 Epithelial 11 nontumor
E3_B003126 Epithelial 11 nontumor
E8_B001554 Epithelial 11 nontumor
F14_B002074 Epithelial 11 nontumor
F15_B002097 Epithelial 11 nontumor
F16_B003126 Epithelial 11 nontumor
F17_B002073 Epithelial 11 nontumor
F18_B002074 Epithelial 11 nontumor
F22_B002073 Epithelial 11 nontumor
F22_B002074 Epithelial 11 nontumor
F2_B001558 Epithelial 11 nontumor
F3_B001558 Epithelial 11 nontumor
F5_B001558 Epithelial 11 nontumor
F7_B001558 Epithelial 11 nontumor
F8_B001554 Epithelial 11 nontumor
F8_B001558 Epithelial 11 nontumor
G15_B003129 Epithelial 11 nontumor
G15_B003187 Epithelial 11 nontumor
G5_B001558 Epithelial 11 nontumor
G5_B003125 Epithelial 11 nontumor
G5_B003132 Epithelial 11 nontumor
G6_B001558 Epithelial 11 nontumor
G9_B001558 Epithelial 11 nontumor
H10_B001558 Epithelial 11 nontumor
H14_B002073 Epithelial 11 nontumor
H14_B003129 Epithelial 11 nontumor
H21_B002073 Epithelial 11 nontumor
H22_B003129 Epithelial 11 nontumor
H3_B003126 Epithelial 11 nontumor
H4_B001558 Epithelial 11 nontumor
H4_B003132 Epithelial 11 nontumor
H5_B003132 Epithelial 11 nontumor
H6_B001558 Epithelial 11 nontumor
H8_B001558 Epithelial 11 nontumor
I16_B003126 Epithelial 11 nontumor
I18_B002074 Epithelial 11 nontumor
I18_B003771 Epithelial 11 nontumor
