"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive.pt.occupancy","naive.n.nonzero.pts","grouped_pr.pt.occupancy","grouped_pr.n.nonzero.pts","gene","sig"
"GGT5",3.34867030745641e-50,3.25555906468783,0.428,0.066,8.8689533092983e-46,0.586363636363636,8,0.5,5,"GGT5","p_val_adj<0.05"
"PKM",3.8462316733535e-50,1.14658714975301,0.944,0.841,1.01867445868767e-45,0.374226804123711,12,0.369515011547344,6,"PKM","p_val_adj<0.05"
"GLCCI1",4.19039124836348e-50,-1.19998527241123,0.474,0.769,1.10982512212907e-45,0.369609856262834,11,0.436868686868687,5,"GLCCI1","p_val_adj<0.05"
"MARC1",4.40641878625042e-50,-1.60566069622485,0.163,0.505,1.16704001553842e-45,0.407185628742515,10,0.542307692307692,5,"MARC1","p_val_adj<0.05"
"LRP11",5.40754270868305e-50,1.16769760150008,0.651,0.241,1.43218768639471e-45,0.378176382660688,10,0.491935483870968,6,"LRP11","p_val_adj<0.05"
"C5orf49",3.09132642272423e-49,3.14526069705022,0.438,0.078,8.18737803058513e-45,0.628888888888889,8,0.5,5,"C5orf49","p_val_adj<0.05"
"CCT2",3.26558258390153e-49,1.36273583987587,0.916,0.744,8.6488954734632e-45,0.388947927736451,11,0.381201044386423,6,"CCT2","p_val_adj<0.05"
"SRGAP1",3.61250806770985e-49,1.62377430389258,0.537,0.138,9.56772761732954e-45,0.56442831215971,9,0.408450704225352,6,"SRGAP1","p_val_adj<0.05"
"MYLIP",3.85161940989048e-49,-1.11686320951652,0.701,0.872,1.02010140070949e-44,0.363888888888889,11,0.396436525612472,5,"MYLIP","p_val_adj<0.05"
"FTH1",8.61709320729185e-49,0.536957332168715,0.993,0.986,2.28223713595125e-44,0.362745098039216,12,0.368110236220472,6,"FTH1","p_val_adj<0.05"
"HLA-DRB6",1.15421273658374e-48,-2.34640352461936,0.444,0.687,3.05693243284203e-44,0.403508771929825,8,0.474576271186441,6,"HLA-DRB6","p_val_adj<0.05"
"DNAH11",2.42867580115678e-48,1.99847707097806,0.563,0.186,6.43234785936373e-44,0.423875432525952,10,0.520833333333333,6,"DNAH11","p_val_adj<0.05"
"TMPRSS2",2.62173172412613e-48,-1.12694651020605,0.52,0.808,6.94365647134805e-44,0.372659176029963,10,0.396634615384615,5,"TMPRSS2","p_val_adj<0.05"
"KRT7",2.70243967111275e-48,-0.782626161684456,0.721,0.955,7.15741146894211e-44,0.447297297297297,12,0.371951219512195,6,"KRT7","p_val_adj<0.05"
"CD302",2.81314753325816e-48,-1.40666724477672,0.216,0.559,7.45062124183424e-44,0.378378378378378,8,0.402777777777778,5,"CD302","p_val_adj<0.05"
"PTN",2.95887812762768e-48,2.8503103791866,0.41,0.054,7.83658872102192e-44,0.762470308788599,8,0.321428571428571,4,"PTN","p_val_adj<0.05"
"GPX1",3.12710905212901e-48,0.607268857706853,0.926,0.817,8.28214832456367e-44,0.335436382754995,11,0.38479809976247,6,"GPX1","p_val_adj<0.05"
"MBNL1",3.7893962315855e-48,-1.0123471096318,0.533,0.816,1.00362159193542e-43,0.312614259597806,9,0.378571428571429,6,"MBNL1","p_val_adj<0.05"
"SLC16A4",3.88012531013185e-48,-1.57596426320263,0.124,0.447,1.02765118838842e-43,0.291338582677165,8,0.465217391304348,5,"SLC16A4","p_val_adj<0.05"
"VKORC1L1",4.37824175134459e-48,-1.20545396342079,0.498,0.796,1.15957732784362e-43,0.360078277886497,11,0.407317073170732,6,"VKORC1L1","p_val_adj<0.05"
"CAPN2",6.69422502842523e-48,-0.823115517693942,0.865,0.961,1.77296549877842e-43,0.335585585585586,12,0.373737373737374,6,"CAPN2","p_val_adj<0.05"
"IGF1R",6.98842643212834e-48,1.32007175403941,0.593,0.202,1.85088474054919e-43,0.371100164203612,10,0.490384615384615,5,"IGF1R","p_val_adj<0.05"
"TMEM37",8.58950682233455e-48,-1.47311456106299,0.187,0.536,2.27493088189531e-43,0.5625,7,0.423913043478261,5,"TMEM37","p_val_adj<0.05"
"CECR2",1.20112605258917e-47,-1.37535809777392,0.092,0.398,3.18118235028242e-43,0.563829787234043,9,0.44390243902439,5,"CECR2","p_val_adj<0.05"
"CYP4B1",1.32939592298823e-47,-0.923388383616853,0.377,0.8,3.52090510203433e-43,0.695090439276486,11,0.434466019417476,5,"CYP4B1","p_val_adj<0.05"
"CSTB",1.78627056397473e-47,0.718315113154916,0.96,0.93,4.73093758868708e-43,0.351926977687627,12,0.37160751565762,6,"CSTB","p_val_adj<0.05"
"VSTM2L",2.45976775363244e-47,1.57618577222586,0.505,0.126,6.51469489549551e-43,0.499036608863198,10,0.846153846153846,4,"VSTM2L","p_val_adj<0.05"
"CRIP1",2.94863876641714e-47,1.19443819591847,0.857,0.567,7.8094697728558e-43,0.371590909090909,10,0.458904109589041,5,"CRIP1","p_val_adj<0.05"
"LGALS3",6.89518087386202e-47,0.667186254437516,0.975,0.94,1.82618865444236e-42,0.357642357642358,12,0.384297520661157,6,"LGALS3","p_val_adj<0.05"
"FGFR1",1.05392915267454e-46,-2.14799162703545,0.119,0.427,2.79133136085852e-42,0.573770491803279,9,0.377272727272727,5,"FGFR1","p_val_adj<0.05"
"IQGAP2",1.17509397532645e-46,2.0348593953455,0.505,0.142,3.1122363936521e-42,0.533718689788054,11,0.520547945205479,4,"IQGAP2","p_val_adj<0.05"
"ST8SIA4",1.3980333582513e-46,1.54057931434482,0.414,0.058,3.70269134932857e-42,0.503529411764706,9,0.7,4,"ST8SIA4","p_val_adj<0.05"
"BTF3",1.79963310475607e-46,0.726980984716493,0.94,0.808,4.76632827794645e-42,0.347150259067358,12,0.353365384615385,6,"BTF3","p_val_adj<0.05"
"PBXIP1",1.96648238591433e-46,-0.97632515869169,0.511,0.823,5.2082285990941e-42,0.342857142857143,11,0.365566037735849,6,"PBXIP1","p_val_adj<0.05"
"DNAH5",2.27515170191517e-46,2.03521818290214,0.512,0.146,6.02573928252234e-42,0.52851711026616,9,0.48,5,"DNAH5","p_val_adj<0.05"
"SLC25A37",2.61296706132158e-46,1.57854102178797,0.788,0.511,6.92044326191021e-42,0.400494437577256,11,0.467680608365019,6,"SLC25A37","p_val_adj<0.05"
"LDHD",3.91396336610128e-46,-1.78352072040498,0.044,0.301,1.03661319751192e-41,0.444444444444444,8,0.606451612903226,4,"LDHD","p_val_adj<0.05"
"STS",3.921688571306e-46,2.31320847738208,0.477,0.115,1.03865921811039e-41,0.469387755102041,9,0.372881355932203,4,"STS","p_val_adj<0.05"
"GSN",9.1623821498174e-46,1.36493300756814,0.822,0.59,2.42665691237914e-41,0.34478672985782,10,0.447368421052632,6,"GSN","p_val_adj<0.05"
"HPGD",9.77660916590862e-46,3.58728934704372,0.496,0.167,2.5893349375909e-41,0.461689587426326,8,0.523255813953488,6,"HPGD","p_val_adj<0.05"
"SLC16A3",1.2395578108341e-45,1.81519422683832,0.586,0.212,3.28296886199411e-41,0.388704318936877,10,0.568807339449541,5,"SLC16A3","p_val_adj<0.05"
"PRICKLE1",1.71261362048738e-45,-1.73431063548193,0.093,0.39,4.53585717386083e-41,0.6875,8,0.552238805970149,4,"PRICKLE1","p_val_adj<0.05"
"SPSB3",1.91624978315174e-45,-1.07344298196446,0.418,0.74,5.07518755067739e-41,0.305361305361305,10,0.396325459317585,6,"SPSB3","p_val_adj<0.05"
"MXRA8",3.13922053995119e-45,-2.23604789567623,0.044,0.293,8.31422560006072e-41,0.311111111111111,7,0.642384105960265,4,"MXRA8","p_val_adj<0.05"
"CPD",5.83071317539099e-45,1.5972923128518,0.637,0.287,1.5442643845023e-40,0.400611620795107,10,0.445945945945946,5,"CPD","p_val_adj<0.05"
"NCKAP5",8.90454921533451e-45,-2.72583667300447,0.034,0.272,2.35836985968134e-40,0.228571428571429,8,0.75,5,"NCKAP5","p_val_adj<0.05"
"ITPR2",9.82504848045193e-45,-1.57002775966393,0.248,0.583,2.60216409004769e-40,0.411764705882353,10,0.53,5,"ITPR2","p_val_adj<0.05"
"COL4A4",1.45124871017432e-44,-1.52818417551445,0.19,0.528,3.84363220889668e-40,0.512820512820513,8,0.419117647058824,5,"COL4A4","p_val_adj<0.05"
"DHCR24",2.92531308666747e-44,-1.06572875100466,0.632,0.856,7.7476917100388e-40,0.334360554699538,11,0.390022675736961,6,"DHCR24","p_val_adj<0.05"
"CAV2",3.47572844779149e-44,-0.924207963191395,0.33,0.676,9.20546679397577e-40,0.584070796460177,11,0.491379310344828,6,"CAV2","p_val_adj<0.05"
"DAPK2",3.68992331482982e-44,-1.29379010790819,0.153,0.482,9.77276189932678e-40,0.707006369426752,8,0.483870967741935,6,"DAPK2","p_val_adj<0.05"
"C4orf48",6.98698918250137e-44,0.838890028535244,0.719,0.322,1.85050408498549e-39,0.31029810298103,10,0.385542168674699,6,"C4orf48","p_val_adj<0.05"
"ARL4A",7.22061313957831e-44,1.42776377189637,0.796,0.522,1.91237939001732e-39,0.409535452322738,11,0.423791821561338,6,"ARL4A","p_val_adj<0.05"
"PARN",1.50108416478012e-43,-1.31910080670325,0.319,0.658,3.97562141042014e-39,0.378048780487805,9,0.43952802359882,5,"PARN","p_val_adj<0.05"
"PLEKHG2",1.87686318868592e-43,-1.92422431092793,0.218,0.536,4.97087215523466e-39,0.370535714285714,8,0.452898550724638,5,"PLEKHG2","p_val_adj<0.05"
"MST1P2",2.14407449093811e-43,-1.91450778068874,0.118,0.419,5.67858128924959e-39,0.545454545454545,10,0.555555555555556,4,"MST1P2","p_val_adj<0.05"
"PHLDA1",2.3041795602727e-43,2.25596574832327,0.513,0.177,6.10261956538225e-39,0.417457305502846,9,0.428571428571429,5,"PHLDA1","p_val_adj<0.05"
"ICAM1",2.45701772894596e-43,-0.784577455393788,0.603,0.907,6.50741145511339e-39,0.402261712439418,11,0.39186295503212,6,"ICAM1","p_val_adj<0.05"
"CXCL8",2.47993446798349e-43,3.07655871312541,0.435,0.101,6.56810643845426e-39,0.456375838926175,9,0.596153846153846,4,"CXCL8","p_val_adj<0.05"
"S100A14",2.72069787029902e-43,-1.1383965021321,0.504,0.794,7.20576830948696e-39,0.442084942084942,12,0.398533007334963,5,"S100A14","p_val_adj<0.05"
"SERPINH1",3.50229134145983e-43,-0.702216736309364,0.596,0.889,9.27581861785636e-39,0.390522875816993,10,0.393013100436681,6,"SERPINH1","p_val_adj<0.05"
"PDXDC1",4.33024706365798e-43,-1.01050915414039,0.564,0.835,1.14686593480982e-38,0.307426597582038,11,0.4,5,"PDXDC1","p_val_adj<0.05"
"JPH1",4.4950128710203e-43,-1.8137972296061,0.072,0.344,1.19050415888973e-38,0.540540540540541,7,0.418079096045198,5,"JPH1","p_val_adj<0.05"
"H2AFJ",5.38638816971437e-43,0.861767410818112,0.87,0.656,1.42658490674885e-38,0.358342665173572,11,0.384615384615385,6,"H2AFJ","p_val_adj<0.05"
"DUSP4",6.48909053502156e-43,1.93209257876903,0.424,0.082,1.71863562820046e-38,0.422988505747126,8,0.404761904761905,4,"DUSP4","p_val_adj<0.05"
"CA2",8.97576991669312e-43,-1.30060055055537,0.112,0.406,2.37723266243617e-38,0.373913043478261,9,0.555023923444976,4,"CA2","p_val_adj<0.05"
"LINC00342",1.05482748287731e-42,3.01973844267785,0.426,0.093,2.79371058840055e-38,0.440639269406393,10,0.375,5,"LINC00342","p_val_adj<0.05"
"CLIC2",1.24457941857965e-42,-1.17653125579051,0.203,0.544,3.29626859010819e-38,0.778846153846154,10,0.553571428571429,6,"CLIC2","p_val_adj<0.05"
"N4BP1",1.28587592237301e-42,-1.14169741201139,0.348,0.68,3.40564238040492e-38,0.313725490196078,10,0.425714285714286,6,"N4BP1","p_val_adj<0.05"
"DST",1.84156725879843e-42,1.50964941789075,0.534,0.173,4.87739088492763e-38,0.416058394160584,9,0.314606741573034,6,"DST","p_val_adj<0.05"
"TMEM130",2.00341054226577e-42,-2.48119517609989,0.075,0.338,5.30603282119089e-38,0.688311688311688,7,0.568965517241379,5,"TMEM130","p_val_adj<0.05"
"CPAMD8",2.16785222743926e-42,-1.49402065556714,0.147,0.464,5.74155662437287e-38,0.437086092715232,7,0.447698744769874,5,"CPAMD8","p_val_adj<0.05"
"IRF2BP2",2.41955066987696e-42,-0.719711714840235,0.747,0.922,6.40817994916912e-38,0.36245110821382,11,0.364210526315789,6,"IRF2BP2","p_val_adj<0.05"
"SPAG6",2.8389010345622e-42,3.16050974636234,0.367,0.05,7.51882939003799e-38,0.737400530503979,7,0.576923076923077,4,"SPAG6","p_val_adj<0.05"
"SERPINA1",3.4478533401446e-42,2.10306139399638,0.724,0.452,9.13163957137296e-38,0.475806451612903,9,0.605150214592275,5,"SERPINA1","p_val_adj<0.05"
"MUC4",4.8694910033582e-42,1.39674346389356,0.633,0.305,1.28968469223942e-37,0.470769230769231,10,0.78343949044586,6,"MUC4","p_val_adj<0.05"
"TP53BP2",5.51988005023454e-42,-1.47836184958791,0.336,0.633,1.46194023130462e-37,0.31304347826087,10,0.524539877300613,5,"TP53BP2","p_val_adj<0.05"
"SNX7",6.95003312184057e-42,1.93083872447869,0.42,0.082,1.84071627231947e-37,0.422273781902552,10,0.357142857142857,4,"SNX7","p_val_adj<0.05"
"TPBG",7.74462486416776e-42,1.84058251922954,0.555,0.204,2.05116389527483e-37,0.529824561403509,9,0.628571428571429,5,"TPBG","p_val_adj<0.05"
"SLC34A2",8.30117271231297e-42,-0.90854395221243,0.889,0.95,2.19856559285609e-37,0.353778751369113,11,0.378323108384458,6,"SLC34A2","p_val_adj<0.05"
"ARRB1",9.60594211342377e-42,-1.07406682059805,0.308,0.658,2.54413376874028e-37,0.386075949367089,10,0.383480825958702,6,"ARRB1","p_val_adj<0.05"
"MAGI3",9.63307687476097e-42,-1.2379942885464,0.479,0.746,2.55132041028044e-37,0.410569105691057,9,0.447916666666667,5,"MAGI3","p_val_adj<0.05"
"SEPHS2",1.0195755812647e-41,-0.979275843139638,0.389,0.724,2.70034592697956e-37,0.3225,12,0.386058981233244,6,"SEPHS2","p_val_adj<0.05"
"RBBP6",1.05287152908878e-41,-1.02192283990185,0.711,0.913,2.78853024479163e-37,0.302739726027397,12,0.370212765957447,6,"RBBP6","p_val_adj<0.05"
"AES",1.14473269199036e-41,0.875236181338384,0.915,0.755,3.03182453473647e-37,0.35,11,0.395886889460154,6,"AES","p_val_adj<0.05"
"C12orf75",1.21943231182478e-41,3.12026184562366,0.334,0.027,3.22966647786794e-37,0.822157434402332,7,0.428571428571429,4,"C12orf75","p_val_adj<0.05"
"C9orf16",1.96947332685685e-41,1.05669039887654,0.762,0.47,5.21615010618038e-37,0.325670498084291,11,0.471074380165289,6,"C9orf16","p_val_adj<0.05"
"TSPAN6",2.30997000970052e-41,1.18876726567332,0.803,0.573,6.11795557069182e-37,0.346666666666667,11,0.389830508474576,6,"TSPAN6","p_val_adj<0.05"
"ACADSB",2.43807990449693e-41,-1.45019451317286,0.171,0.485,6.45725462706012e-37,0.363636363636364,11,0.36,4,"ACADSB","p_val_adj<0.05"
"SULT1A2",2.70451621201516e-41,-1.82725829390743,0.18,0.48,7.16291118752214e-37,0.416216216216216,9,0.506072874493927,5,"SULT1A2","p_val_adj<0.05"
"GCHFR",3.28075165023806e-41,1.26386278379864,0.623,0.276,8.68907074565549e-37,0.3640625,12,0.408450704225352,5,"GCHFR","p_val_adj<0.05"
"FOXN3",3.92060151483962e-41,-1.06801327889609,0.381,0.705,1.03837131120527e-36,0.370843989769821,11,0.393939393939394,5,"FOXN3","p_val_adj<0.05"
"SDR16C5",4.02997195666672e-41,1.12974238193376,0.627,0.282,1.06733807272318e-36,0.338509316770186,9,0.551724137931034,6,"SDR16C5","p_val_adj<0.05"
"CEP126",5.7547682645635e-41,2.8409776028652,0.35,0.041,1.52415037486964e-36,0.754874651810585,10,0.476190476190476,4,"CEP126","p_val_adj<0.05"
"CRLF1",6.080466633302e-41,2.04433141139858,0.394,0.064,1.61041158783004e-36,0.582716049382716,7,0.787878787878788,4,"CRLF1","p_val_adj<0.05"
"GALNT11",6.17949970725921e-41,-1.34046533162035,0.366,0.672,1.6366404974676e-36,0.329787234042553,11,0.430635838150289,5,"GALNT11","p_val_adj<0.05"
"GOLM1",6.59151071985002e-41,0.931538082966628,0.743,0.417,1.74576161415228e-36,0.302752293577982,10,0.330232558139535,6,"GOLM1","p_val_adj<0.05"
"CLN3",7.98597795926791e-41,-1.1038398714739,0.435,0.75,2.11508626251211e-36,0.344519015659955,10,0.432642487046632,5,"CLN3","p_val_adj<0.05"
"GADD45A",8.60616776243324e-41,1.31616422545528,0.715,0.402,2.27934353188044e-36,0.405994550408719,10,0.507246376811594,6,"GADD45A","p_val_adj<0.05"
"B9D1",8.96797622122467e-41,2.46987781547434,0.453,0.128,2.37516850219135e-36,0.587096774193548,10,0.318181818181818,5,"B9D1","p_val_adj<0.05"
"ARHGDIB",1.12871007969735e-40,1.91190366271721,0.671,0.482,2.98938864607842e-36,0.502177068214804,11,0.435483870967742,5,"ARHGDIB","p_val_adj<0.05"
"SNHG9",1.43819713970675e-40,-1.0131687057784,0.334,0.635,3.80906512451333e-36,0.358600583090379,10,0.422018348623853,5,"SNHG9","p_val_adj<0.05"
"SYDE2",1.71084680153554e-40,-1.29581513437473,0.152,0.456,4.53117775386689e-36,0.352564102564103,9,0.553191489361702,5,"SYDE2","p_val_adj<0.05"
"SMARCA1",1.73954075742847e-40,-1.40963469852926,0.252,0.584,4.60717369604929e-36,0.436293436293436,9,0.398671096345515,5,"SMARCA1","p_val_adj<0.05"
"EPS8",1.77064996538643e-40,0.90287028154134,0.895,0.641,4.68956643332595e-36,0.379760609357998,11,0.509090909090909,6,"EPS8","p_val_adj<0.05"
"KCNK15",1.79046364647931e-40,-1.98418877736794,0.058,0.303,4.74204296770045e-36,0.45,8,0.846153846153846,5,"KCNK15","p_val_adj<0.05"
"BFAR",2.19051253394131e-40,-1.27675692204903,0.371,0.701,5.80157244614355e-36,0.372703412073491,10,0.43213296398892,5,"BFAR","p_val_adj<0.05"
"ADCY7",3.17191190311263e-40,-1.79137668921,0.066,0.32,8.40080867539381e-36,0.264705882352941,10,0.4,5,"ADCY7","p_val_adj<0.05"
"SEMA3C",4.13793716126294e-40,1.19619721035341,0.467,0.124,1.09593265716049e-35,0.38125,10,0.453125,5,"SEMA3C","p_val_adj<0.05"
"PTK7",4.89148782516922e-40,-0.759419467388875,0.339,0.674,1.29551055049607e-35,0.324712643678161,10,0.368876080691643,5,"PTK7","p_val_adj<0.05"
"NUBP2",8.82528568166143e-40,-1.00892103540321,0.499,0.784,2.33737691278803e-35,0.30078125,10,0.373762376237624,6,"NUBP2","p_val_adj<0.05"
"ALDH3A2",1.03741561571521e-39,-0.661979170710402,0.654,0.858,2.74759525822173e-35,0.345238095238095,10,0.389140271493213,5,"ALDH3A2","p_val_adj<0.05"
"CX3CL1",1.07090191007258e-39,2.86637147846325,0.337,0.035,2.83628370882722e-35,0.436416184971098,8,0.5,5,"CX3CL1","p_val_adj<0.05"
"C9orf116",1.31904204617047e-39,3.48914569040932,0.356,0.056,3.4934828592825e-35,0.76775956284153,10,0.551724137931034,5,"C9orf116","p_val_adj<0.05"
"HLA-DOA",1.35080936087344e-39,-2.8115571105205,0.05,0.28,3.57761859227332e-35,0.627450980392157,7,0.861111111111111,4,"HLA-DOA","p_val_adj<0.05"
"FAM3C",1.89505121460918e-39,1.32996905206111,0.722,0.458,5.01904314189242e-35,0.421052631578947,10,0.402542372881356,6,"FAM3C","p_val_adj<0.05"
"PRSS8",1.95900332997079e-39,-0.703790573359126,0.529,0.868,5.18842031942764e-35,0.421731123388582,10,0.360178970917226,6,"PRSS8","p_val_adj<0.05"
"PYGB",2.04018124317244e-39,-1.03389776964342,0.398,0.73,5.40342002254221e-35,0.501222493887531,10,0.396276595744681,6,"PYGB","p_val_adj<0.05"
"LRRK2",2.11991636667314e-39,-2.0319873716116,0.131,0.416,5.61459849713381e-35,0.822222222222222,8,0.406542056074766,4,"LRRK2","p_val_adj<0.05"
"TUBA1A",2.14480422025321e-39,2.49423440272972,0.655,0.402,5.68051397734061e-35,0.426448736998514,10,0.468599033816425,6,"TUBA1A","p_val_adj<0.05"
"HLA-DRB1",3.84195296460717e-39,-0.684188495146637,0.819,0.969,1.01754124267621e-34,0.343638525564804,11,0.370741482965932,6,"HLA-DRB1","p_val_adj<0.05"
"TEX9",4.03089310477085e-39,1.62194701493135,0.516,0.188,1.06758203879856e-34,0.488679245283019,10,0.587628865979381,5,"TEX9","p_val_adj<0.05"
"TNFAIP2",4.61277284505403e-39,2.17062218760684,0.517,0.198,1.22169288801256e-34,0.510357815442561,9,0.764705882352941,4,"TNFAIP2","p_val_adj<0.05"
"DAPP1",6.52851540754285e-39,2.21068277073776,0.354,0.049,1.72907730568772e-34,0.552197802197802,10,0.52,4,"DAPP1","p_val_adj<0.05"
"BCAS1",7.27815139598341e-39,3.19313674689053,0.321,0.029,1.92761839722621e-34,0.715151515151515,10,0.466666666666667,5,"BCAS1","p_val_adj<0.05"
"DAPK1",7.32697429554243e-39,-1.26637993091928,0.258,0.59,1.94054914217441e-34,0.449056603773585,8,0.430921052631579,5,"DAPK1","p_val_adj<0.05"
"WFDC2",7.76518741377855e-39,0.775792935137235,0.976,0.932,2.05660988653925e-34,0.365269461077844,11,0.360416666666667,6,"WFDC2","p_val_adj<0.05"
"NDNF",8.15500526843241e-39,-1.89131327959351,0.226,0.501,2.15985314534432e-34,0.487068965517241,9,0.651162790697674,5,"NDNF","p_val_adj<0.05"
"RARRES2",9.84920951371216e-39,-1.59802733060715,0.089,0.342,2.60856313970666e-34,0.461538461538462,9,0.755681818181818,5,"RARRES2","p_val_adj<0.05"
"TPM1",1.02230195828644e-38,1.46753910849352,0.782,0.631,2.70756673652163e-34,0.422166874221669,10,0.412307692307692,6,"TPM1","p_val_adj<0.05"
"STK31",1.18566176034081e-38,-1.98182825114272,0.053,0.285,3.14022517226263e-34,0.296296296296296,8,0.571428571428571,4,"STK31","p_val_adj<0.05"
"ACTG1",1.3914031871291e-38,0.684293567434477,0.966,0.965,3.68513134111141e-34,0.351814516129032,12,0.366197183098592,6,"ACTG1","p_val_adj<0.05"
"PSMB2",1.59648520400041e-38,-0.817298678914207,0.731,0.874,4.22829106279509e-34,0.322237017310253,12,0.371111111111111,6,"PSMB2","p_val_adj<0.05"
"CMTM6",1.92885461508191e-38,0.975731937286288,0.78,0.507,5.10857144804445e-34,0.347066167290886,10,0.413793103448276,6,"CMTM6","p_val_adj<0.05"
"ABCC3",2.23054337687122e-38,1.38128909453011,0.537,0.2,5.90759413364341e-34,0.424682395644283,9,0.446601941747573,5,"ABCC3","p_val_adj<0.05"
"SLC6A14",2.28362909257914e-38,2.04547899157968,0.395,0.08,6.04819165169586e-34,0.401477832512315,9,0.463414634146341,5,"SLC6A14","p_val_adj<0.05"
"HSPB1",2.85923005655244e-38,-0.750119895924093,0.931,0.988,7.57267080477913e-34,0.359832635983264,12,0.367387033398821,6,"HSPB1","p_val_adj<0.05"
"GPRIN2",3.58472084115537e-38,-2.16462838040662,0.029,0.235,9.49413314779999e-34,0.3,7,0.677685950413223,4,"GPRIN2","p_val_adj<0.05"
"CNDP2",3.7471084060445e-38,0.986878908591673,0.765,0.441,9.92421661340885e-34,0.329516539440204,11,0.387665198237885,6,"CNDP2","p_val_adj<0.05"
"PLBD1",3.76784991633459e-38,1.8636753057114,0.51,0.179,9.97915050341216e-34,0.423664122137405,9,0.489130434782609,5,"PLBD1","p_val_adj<0.05"
"DNAH2",3.85343129400105e-38,1.09055034477613,0.502,0.155,1.02058127821618e-33,0.461240310077519,9,0.4,4,"DNAH2","p_val_adj<0.05"
"SORBS1",4.97723789490356e-38,-1.31452905769391,0.079,0.332,1.31822145646521e-33,0.481481481481481,8,0.526315789473684,5,"SORBS1","p_val_adj<0.05"
"SPAG1",5.16454456266545e-38,1.33973008598463,0.563,0.233,1.36782962742194e-33,0.460207612456747,9,0.483333333333333,5,"SPAG1","p_val_adj<0.05"
"MIR614",5.49272296104688e-38,-0.746783313599288,0.55,0.854,1.45474767623327e-33,0.433628318584071,10,0.381818181818182,6,"MIR614","p_val_adj<0.05"
"UTRN",6.85220298372278e-38,-0.99604641909528,0.504,0.784,1.81480596023898e-33,0.370656370656371,11,0.373762376237624,6,"UTRN","p_val_adj<0.05"
"KIF9",8.09973360846971e-38,1.74724426305942,0.586,0.276,2.1452144462032e-33,0.466777408637874,10,0.394366197183099,5,"KIF9","p_val_adj<0.05"
"PKIG",8.10826706596016e-38,1.72800972358403,0.463,0.144,2.14747453241955e-33,0.581052631578947,10,0.554054054054054,5,"PKIG","p_val_adj<0.05"
"UBXN10",1.04980205985607e-37,2.88838261817819,0.355,0.06,2.78040075552879e-33,0.750684931506849,8,0.354838709677419,5,"UBXN10","p_val_adj<0.05"
